step,complexity,noise,solved,failed,time,overload,crisis_mode,avg_crisis,I,C,Ccrit
0,0.7214719309783779,0.10100630209250025,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0
1,0.9570936276638426,0.24400023505971022,1,0,1.1809844764511974,0.20109386272355279,0,0.0,0.0,0.0,0.0
2,0.711582110304176,-0.010686177328803753,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0
3,1.010618391431052,0.12262360876981898,1,0,1.119917800180784,0.13324200020087096,0,0.0,0.0,0.0,0.0
4,1.1200240294899142,0.11912458194017925,1,0,1.215233750287084,0.23914861143009336,0,0.0,0.0,0.0,0.0
5,1.0883233954455223,0.20724612918765664,0,1,1.266012572169861,0.29556952463317887,0,0.0,0.0,0.0,0.0
6,1.1006155748951707,0.1346083385977,1,0,1.2117015221435836,0.23522391349287064,0,0.0,0.0,0.0,0.0
7,0.7939604476207562,0.14568171227193968,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0
8,0.716441926154078,0.2267045411409486,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0
9,0.9197928995407618,0.2259050753443351,1,0,1.131128177396587,0.14569797488509684,0,0.0,0.0,0.0,0.0
10,1.3469846290127834,-0.01591013551587643,0,1,1.2979670441472164,0.331074493496907,0,0.0,0.0,0.0,0.0
11,1.1468903318671626,0.27172691928337833,0,1,1.376755526035487,0.41861725115054105,0,0.0,0.0,0.0,0.0
12,1.4830127654597214,0.1054350186518355,0,1,1.5296030057004013,0.588447784111557,0,0.0,0.0,0.0,0.0
13,0.9138708550617112,0.12298021476884102,1,0,1.033165962847497,0.0368510698305522,0,0.0,0.0,0.0,0.0
14,1.0667626842911455,0.2505899239921422,0,1,1.285617347454959,0.3173526082832878,0,0.0,0.0,0.0,0.0
15,1.3378699965152812,-0.09010427937568943,1,0,1.2229891454256325,0.24776571713959172,0,0.0,0.0,0.0,0.0
16,1.2992258467787599,0.06888699856604394,0,1,1.3313015608103234,0.3681128453448037,0,0.0,0.0,0.0,0.0
17,1.1564075592567848,0.09938203354843042,0,1,1.2302106335246936,0.2557895928052152,0,0.0,0.0,0.0,0.0
18,0.9711405159218298,0.2000587161384664,1,0,1.1540793088542665,0.1711992320602962,0,0.0,0.0,0.0,0.0
19,1.0100991481934494,0.09641228436871888,1,0,1.0958602893059515,0.10651143256216833,0,0.0,0.0,0.0,0.0
20,1.2000527822583291,0.0034573729171684386,1,0,1.183159139657948,0.20351015517549764,0,0.0,0.0,0.0,0.0
21,0.9019796903312212,0.2704932480521901,1,0,1.1552256445450702,0.17247293838341138,0,0.0,0.0,0.0,0.0
22,0.9375139795822625,0.10719489397160156,1,0,1.0402379861984776,0.044708873553864104,0,0.0,0.0,0.0,0.0
23,0.6652256827452014,-0.010190052491944088,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0
24,0.7273993111467311,-0.08044491719387398,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0
25,1.0727975838924193,0.25472986301923706,0,1,1.294774702220491,0.3275274469116565,0,0.0,0.0,0.0,0.0
26,0.7115458282111922,0.14892387816133953,1,0,1.0,0.0,0,0.0,0.0,0.0,0.0
27,0.9320241934466923,0.0928452458509986,1,0,1.022382495367922,0.02486943929769092,0,0.0,0.0,0.0,0.0
28,0.7873563610745762,0.25436848438386095,1,0,1.0375523609125934,0.04172484545843713,0,0.0,0.0,0.0,0.0
29,1.026002304408136,0.08271853826732387,1,0,1.0978487584079137,0.10872084267545978,0,0.0,0.0,0.0,0.0
30,0.931643621837452,0.27178587603456394,1,0,1.1830865480848143,0.20342949787201592,0,0.0,0.0,0.0,0.0
31,1.2423353730687494,0.11825290695132754,0,1,1.3245294520180693,0.36058828002007703,0,0.0,0.0,0.0,0.0
32,0.9858776319119944,0.16790157257979285,1,0,1.1384012840426085,0.15377920449178717,0,0.0,0.0,0.0,0.0
33,0.8345763678020919,0.21992080106396386,1,0,1.0490474519794502,0.05449716886605582,0,0.0,0.0,0.0,0.0
34,0.9511397676094929,0.0915571624186465,1,0,1.0384272370253256,0.04269693002813946,0,0.0,0.0,0.0,0.0
