step,complexity,noise,solved,failed,time,overload,I,C,Ccrit,K,E,E_eff
14,0.7930530937068835,0.2256740581525106,1,0,1.0168544366734547,0.01872715185939411,0.0,0.005611299468236932,0.0,0.0,0.25196395481388295,0.25196395481388295
15,0.7425423849589387,0.17153639319015898,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
16,1.1255091570153497,0.12672089559458413,0,1,1.2270070473489405,0.2522300526099339,0.0,1.0179199910337606,0.0,0.0,0.6062719968618162,0.6062719968618162
17,0.7064218758557498,-0.04688611663758271,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
18,0.9060780532227639,0.0717236243866046,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
19,1.1447569352497635,0.2452723410153743,0,1,1.351026348638624,0.39002927626513784,0.0,2.4339653815025155,0.0,0.0,1.1018878835258805,1.1018878835258805
20,0.7453049250398225,0.026073918851565986,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
21,0.8760555302463535,0.007350485379423094,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
22,0.9892694963948239,0.19194760809731357,1,0,1.1630953940429236,0.18121710449213735,0.0,0.5254342233682276,0.0,0.0,0.43390197817887965,0.43390197817887965
23,1.2137751450127658,0.21481434911726313,0,1,1.385730544717026,0.428589494130029,0.0,2.939023271658147,0.0,0.0,1.2786581450803514,1.2786581450803514
24,0.8777063516076902,0.03628431902155288,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
25,0.7476365441205933,-0.08761177839097753,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
26,0.689870184604905,0.11677117278335483,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
27,1.0608610855297678,0.0006904343534406276,1,0,1.0553963678948874,0.061551519883208394,0.0,0.060617433598927975,0.0,0.0,0.2712161017596248,0.2712161017596248
28,1.221841526366418,0.22602107550461772,0,1,1.403076341683932,0.44786260187103566,0.0,3.2092945624751006,0.0,0.0,1.373253096866285,1.373253096866285
29,1.2147423817520613,-0.08118851093654345,1,0,1.1201984837339662,0.13355387081551795,0.0,0.28538618255692894,0.0,0.0,0.34988516389492513,0.34988516389492513
30,1.1772933578025704,-0.02551871843216641,1,0,1.1365971754333637,0.15177463937040403,0.0,0.36856865849625914,0.0,0.0,0.37899903047369066,0.37899903047369066
31,0.9681328132136658,0.1415844303473396,1,0,1.098745519204905,0.10971724356100543,0.0,0.1926059765539998,0.0,0.0,0.31741209179389995,0.31741209179389995
32,0.9624922785189778,0.2089513964705069,1,0,1.1542993074905363,0.17144367498948476,0.0,0.4702869391024013,0.0,0.0,0.41460042868584046,0.41460042868584046
33,0.9142411356877087,-0.08071391357181976,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
34,1.1041556201964329,0.0037993587597402317,1,0,1.0971594810605558,0.10795497895617312,0.0,0.1864684397028445,0.0,0.0,0.3152639538959956,0.3152639538959956
35,1.2071614113558462,0.09287602834302189,0,1,1.2700336957289813,0.3000374396988681,0.0,1.4403594435368305,0.0,0.0,0.7541258052378906,0.7541258052378906
36,1.240284744334332,0.07280095792243979,0,1,1.2817771320310944,0.3130857022567717,0.0,1.5683625113218542,0.0,0.0,0.7989268789626489,0.7989268789626489
37,1.220900140245548,0.04956646530002168,0,1,1.2434199449910126,0.27046660554556956,0.0,1.1704349554454836,0.0,0.0,0.6596522344059192,0.6596522344059192
38,0.8311047415932131,0.03998225417947776,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
39,0.9871932000939344,0.037200497504482705,1,0,1.0219543278385754,0.02439369759841714,0.0,0.009520839720368355,0.0,0.0,0.2533322939021289,0.2533322939021289
40,1.0531096881722581,0.0627410935967139,1,0,1.1042657035920749,0.11585078176897201,0.0,0.21474245818371165,0.0,0.0,0.32515986036429906,0.32515986036429906
41,1.1183409090519583,-0.028992257253683124,1,0,1.0804137866184476,0.08934865179827511,0.0,0.12773090525071057,0.0,0.0,0.2947058168377487,0.2947058168377487
42,0.6889428211179638,-0.044076945317323556,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
43,1.0351031379280542,-0.015993741689912425,1,0,1.0171984566143275,0.019109396238141674,0.0,0.00584270439338085,0.0,0.0,0.2520449465376833,0.2520449465376833
44,0.7979233592453842,0.16378568617724412,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
45,1.2113617189602766,0.22392877449328005,0,1,1.391761444108201,0.43529049345355664,0.0,3.0316450190566533,0.0,0.0,1.3110757566698286,1.3110757566698286
46,1.1245779309635622,0.053875186893540594,1,0,1.1606078060713925,0.17845311785710272,0.0,0.5095282443667358,0.0,0.0,0.4283348855283575,0.4283348855283575
47,0.7137607778741055,0.13140123660682246,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
48,1.1101914022092179,0.22862890543109107,0,1,1.304938276876278,0.3388203076403089,0.0,1.836787213911577,0.0,0.0,0.892875524869052,0.892875524869052
49,0.9341041964515501,0.18103247267354491,1,0,1.1036230022125855,0.11513666912509501,0.0,0.21210324123554572,0.0,0.0,0.324236134432441,0.324236134432441
50,0.6764482618301116,0.06346743341477767,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
51,0.7501751148006679,0.08868157819438213,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
52,0.6917153836056109,0.0749945614987004,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
53,0.9456462028250012,0.17309774328865926,1,0,1.1068695515022946,0.11874394611366057,0.0,0.22560199581830281,0.0,0.0,0.32896069853640597,0.32896069853640597
54,0.7132728744039966,0.19388323218212397,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
55,0.7708176216738784,0.0501955606911976,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
56,1.046921280430079,0.2133226462031366,0,1,1.234219533969894,0.2602439266332155,0.0,1.0836304215915913,0.0,0.0,0.6292706475570569,0.6292706475570569
57,0.8565121027174126,0.05150513561957215,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
58,0.8865426334124666,0.20603776035764745,1,0,1.0833223543931028,0.09258039377011418,0.0,0.13713806897007033,0.0,0.0,0.2979983241395246,0.2979983241395246
59,0.8764797596495659,0.12995822107065008,1,0,1.0057941826481944,0.006437980720215952,0.0,0.000663161532061957,0.0,0.0,0.2502321065362217,0.2502321065362217
60,1.6392655303267392,0.3340007257922579,0,1,1.8759396305070974,0.9732662561189971,0.0,15.155955284798228,0.0,0.0,5.55458434967938,5.55458434967938
61,1.677047465529281,0.2963580160075311,0,1,1.8760649333831312,0.9734054815368123,0.0,15.160291703774615,0.0,0.0,5.556102096321115,5.556102096321115
62,1.4267811943621147,0.4099109368079499,0,1,1.753022918053058,0.8366921311700646,0.0,11.200859557790473,0.0,0.0,4.170300845226665,4.170300845226665
63,1.0136874159170393,0.2014194033733687,1,0,1.1935961373613673,0.21510681929040798,0.0,0.7403350992837797,0.0,0.0,0.5091172847493228,0.5091172847493228
64,0.9207204484670264,0.28094359313065315,1,0,1.1814976374379116,0.2016640415976796,0.0,0.6506941707761703,0.0,0.0,0.4777429597716596,0.4777429597716596
65,1.1030129963602067,0.1337649300065601,1,0,1.2131001337300902,0.23677792636676687,0.0,0.8970205826327372,0.0,0.0,0.563957203921458,0.563957203921458
66,1.2843597501937796,0.4513240742822612,0,1,1.6621154420284365,0.7356838244760406,0.0,8.6596910335311,0.0,0.0,3.280891861735885,3.280891861735885
67,1.110191934320739,0.30322105128673926,0,1,1.3720716870467304,0.4134129856074782,0.0,2.7345647467022234,0.0,0.0,1.2070976613457782,1.2070976613457782
68,1.37973324138052,0.26868267932850454,0,1,1.583574328638122,0.6484159207090245,0.0,6.727091299662912,0.0,0.0,2.604481954882019,2.604481954882019
69,0.9589663796014903,0.2189180523869291,1,0,1.1600959887895774,0.1778844319884194,0.0,0.5062859383014818,0.0,0.0,0.42720007840551866,0.42720007840551866
70,1.257743157331522,0.5096333565853767,0,1,1.690638862525209,0.7673765139168989,0.0,9.42186742578004,0.0,0.0,3.547653599023014,3.547653599023014
71,1.1467748855147906,0.4255770537662619,0,1,1.5151167453529473,0.5723519392810525,0.0,5.241387878380507,0.0,0.0,2.0844857574331774,2.0844857574331774
72,1.2235346447799686,0.26660444300739305,0,1,1.4411251790086255,0.4901390877873617,0.0,3.8437812060324332,0.0,0.0,1.5953234221113515,1.5953234221113515
73,1.2886723666662496,0.19742446135983782,0,1,1.4374871452234788,0.48609682802608756,0.0,3.78064201947238,0.0,0.0,1.5732247068153329,1.5732247068153329
74,1.5703134471663622,0.38042340225320936,0,1,1.8556631644776145,0.9507368494195716,0.0,14.462408909508051,0.0,0.0,5.311843118327817,5.311843118327817
75,1.4435536685031234,0.2792389043545284,0,1,1.6505133155718867,0.7227925728576519,0.0,8.358865654050943,0.0,0.0,3.17560297891783,3.17560297891783
76,1.543448862943952,0.1830071967695573,0,1,1.6538104537421583,0.7264560597135092,0.0,8.443814507111643,0.0,0.0,3.205335077489075,3.205335077489075
77,1.4084538944084688,0.45870920938411464,0,1,1.7804467934133252,0.8671631037925835,0.0,12.031549577266992,0.0,0.0,4.461042352043447,4.461042352043447
78,1.390182274179756,0.24646918772516355,0,1,1.5729863157144277,0.6366514619049195,0.0,6.485201343130739,0.0,0.0,2.5198204700957585,2.5198204700957585
79,1.3683020201596139,0.15671827159412727,0,1,1.472518262578367,0.5250202917537412,0.0,4.410340908050936,0.0,0.0,1.7936193178178277,1.7936193178178277
80,1.357033032682939,0.4247385755594373,0,1,1.7035944474181386,0.7817716082423762,0.0,9.778669559261942,0.0,0.0,3.6725343457416795,3.6725343457416795
81,1.3543190249567596,0.250066849601511,0,1,1.5439472871024436,0.6043858745582706,0.0,5.844516565849051,0.0,0.0,2.2955807980471676,2.2955807980471676
82,1.3726787607908248,0.4321566597041532,0,1,1.7243518784454803,0.8048354204949781,0.0,10.364160865333252,0.0,0.0,3.877456302866638,3.877456302866638
83,0.9850026224192974,0.31319775714369114,0,1,1.2683803416066897,0.2982003795629886,0.0,1.4227754619441677,0.0,0.0,0.7479714116804587,0.7479714116804587
84,1.3153149246278288,0.409665428849828,0,1,1.6524823181298913,0.7249803534776569,0.0,8.409544206857413,0.0,0.0,3.1933404724000947,3.1933404724000947
85,1.6062087694513214,0.20567758671405395,0,1,1.7306977205488376,0.8118863561653753,0.0,10.54655128523985,0.0,0.0,3.9412929498339473,3.9412929498339473
86,1.4381561412795616,0.1634851233491329,0,1,1.541477138165825,0.6016412646286944,0.0,5.791555380864235,0.0,0.0,2.2770443833024823,2.2770443833024823
87,1.065255268619895,0.37457168256389717,0,1,1.395844256065413,0.4398269511837922,0.0,3.0951639518020793,0.0,0.0,1.3333073831307276,1.3333073831307276
88,1.0699574483047511,0.3665171771521567,0,1,1.392827162911217,0.43647462545690785,0.0,3.0481615786839678,0.0,0.0,1.3168565525393887,1.3168565525393887
89,1.3554799975740663,0.45954619075450864,0,1,1.7335235694957176,0.815026188328575,0.0,10.628283002582492,0.0,0.0,3.969899050903872,3.969899050903872
90,0.9253567915023763,0.32780224046368467,0,1,1.227843128769455,0.25315903196606104,0.0,1.0254319274558898,0.0,0.0,0.6089011746095614,0.6089011746095614
91,1.0648333175840432,0.3558986932902751,0,1,1.3786588097868866,0.42073201087431844,0.0,2.8322467995895617,0.0,0.0,1.2412863798563465,1.2412863798563465
92,1.6076511431432001,0.39505655743945556,0,1,1.9024369305243902,1.002707700582656,0.0,16.086763724924115,0.0,0.0,5.88036730372344,5.88036730372344
93,1.142006578193792,0.20867456621819652,0,1,1.3156130299707898,0.3506811444119886,0.0,1.9676362407376322,0.0,0.0,0.9386726842581712,0.9386726842581712
94,1.0803000623090395,0.10070993068344936,1,0,1.16290899369324,0.18100999299248888,0.0,0.5242338810102539,0.0,0.0,0.4334818583535889,0.4334818583535889
95,0.9757132174908445,0.14286383739309902,1,0,1.1067193493955492,0.11857705488394354,0.0,0.22496828711919614,0.0,0.0,0.3287389004917186,0.3287389004917186
96,1.3327895479470402,0.2996688137579639,0,1,1.5692125255345037,0.6324583617050041,0.0,6.400057268649245,0.0,0.0,2.4900200440272355,2.4900200440272355
97,1.0779380233370375,0.4941087099203043,0,1,1.5148420599316075,0.5720467332573418,0.0,5.235799440486342,0.0,0.0,2.0825298041702194,2.0825298041702194
98,1.159190857376732,0.5204174373857302,0,1,1.611647465286216,0.6796082947624622,0.0,7.389878948959067,0.0,0.0,2.8364576321356734,2.8364576321356734
99,1.4990117229158075,0.3918430170652103,0,1,1.801769265982916,0.8908547399810178,0.0,12.69795468394635,0.0,0.0,4.694284139381222,4.694284139381222
100,1.2626553613532274,0.3732990872856544,0,1,1.5723590037749937,0.635954448638882,0.0,6.47100897189735,0.0,0.0,2.5148531401640724,2.5148531401640724
101,1.1051075719459023,0.16415323554929134,0,1,1.2423347267456744,0.26926080749519365,0.0,1.1600221192474198,0.0,0.0,0.6560077417365969,0.6560077417365969
102,1.4126860580762228,0.33764268686941656,0,1,1.6752958704510754,0.7503287449456395,0.0,9.007891607867176,0.0,0.0,3.4027620627535113,3.4027620627535113
103,1.137933733209932,0.28080351006073334,0,1,1.3768635189435987,0.4187372432706653,0.0,2.805454062430661,0.0,0.0,1.2319089218507313,1.2319089218507313
104,1.2132697197988598,0.18293466733664787,0,1,1.3565839484219568,0.39620438713550765,0.0,2.5116466621667715,0.0,0.0,1.12907633175837,1.12907633175837
105,1.0359779826215996,0.22217338901726397,0,1,1.232336234474977,0.2581513716388635,0.0,1.0662740908644257,0.0,0.0,0.623195931802549,0.623195931802549
106,1.4013993916493832,0.3116115478443987,0,1,1.641709845544404,0.713010939493782,0.0,8.134153597404891,0.0,0.0,3.0969537590917118,3.0969537590917118
107,1.5642562904370008,0.16380383938699744,0,1,1.6552541168415984,0.7280601298239981,0.0,8.481144842229392,0.0,0.0,3.218400694780287,3.218400694780287
108,1.6374213195281113,0.12107438350644126,0,1,1.6826461327310973,0.7584957030345525,0.0,9.205051704350081,0.0,0.0,3.471768096522528,3.471768096522528
109,1.304464548884001,0.41352769728949956,0,1,1.6461930215561504,0.7179922461735004,0.0,8.248205849044295,0.0,0.0,3.136872047165503,3.136872047165503
110,1.6217353323742056,0.27327505213923137,0,1,1.8055093460620932,0.895010384513437,0.0,12.816697414190244,0.0,0.0,4.735844094966585,4.735844094966585
111,1.312960625963242,0.2405407666157793,0,1,1.4981512533211192,0.5535013925790213,0.0,4.9018206653906535,0.0,0.0,1.9656372328867286,1.9656372328867286
112,1.2907386830347956,0.3709009945329359,0,1,1.5954757098109582,0.6616396775677313,0.0,7.004273006910904,0.0,0.0,2.7014955524188164,2.7014955524188164
113,1.3756649319747318,0.19649678741968213,0,1,1.5149455474549725,0.572161719394414,0.0,5.237904530245953,0.0,0.0,2.0832665855860837,2.0832665855860837
114,1.1792596849083672,0.46845589353435174,0,1,1.5829440205984469,0.6477155784427189,0.0,6.712567528918175,0.0,0.0,2.599398635121361,2.599398635121361
115,1.421074607364695,0.1990550066511447,0,1,1.5581166526142556,0.6201296140158397,0.0,6.152971810870948,0.0,0.0,2.4035401338048317,2.4035401338048317
116,1.1684299626113086,0.4071791983410191,0,1,1.5180482448570949,0.5756091609523277,0.0,5.301214498755884,0.0,0.0,2.1054250745645593,2.1054250745645593
117,1.0054838005706874,0.17238474241569393,1,0,1.1600816886877432,0.17786854298638133,0.0,0.5061954973455709,0.0,0.0,0.4271684240709498,0.4271684240709498
118,1.0869488819345543,0.2576993273814484,0,1,1.3101833883844023,0.3446482093160026,0.0,1.9005182109556342,0.0,0.0,0.915181373834472,0.915181373834472
119,1.5800125135919585,0.30912462441143473,0,1,1.800223424203054,0.8891371380033932,0.0,12.649037602829843,0.0,0.0,4.677163160990444,4.677163160990444
120,0.9585033688559709,0.11842163762517388,1,0,1.06923250583303,0.07692500648114464,0.0,0.09467930595398633,0.0,0.0,0.2831377570838952,0.2831377570838952
121,1.1433180936093637,-0.06087313725314103,1,0,1.0742004607206004,0.08244495635622262,0.0,0.10875473325727124,0.0,0.0,0.2880641566400449,0.2880641566400449
122,1.1665534994569962,-0.027964509537294485,1,0,1.1247300909277316,0.1385889899197017,0.0,0.30731053003141084,0.0,0.0,0.3575586855109938,0.3575586855109938
123,0.9340269615743053,0.06782721896679358,1,0,1.001668762486989,0.001854180541098982,0.0,5.500776766384182e-05,0.0,0.0,0.25001925271868236,0.25001925271868236
124,1.139069068763161,0.18412041984933483,0,1,1.2908705397512463,0.32318948861249597,0.0,1.6712231287937065,0.0,0.0,0.8349280950777972,0.8349280950777972
125,0.6931088506767805,-0.02979014371310522,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
126,0.7144451288879837,-0.007969493743090528,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
127,1.0069980311390971,0.20524029833215,1,0,1.1910144965241223,0.2122383294712471,0.0,0.7207217359479302,0.0,0.0,0.5022526075817755,0.5022526075817755
128,1.240255717603887,0.11895212374220715,0,1,1.3232870572114848,0.3592078413460942,0.0,2.0644843725523323,0.0,0.0,0.9725695303933163,0.9725695303933163
129,0.7163768976484934,-0.08967755041286524,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
130,1.1587237152984053,0.148345184970165,0,1,1.2763620102417133,0.30706890026857026,0.0,1.5086609521943863,0.0,0.0,0.7780313332680352,0.7780313332680352
131,1.1127925695858178,-0.050219778649245886,1,0,1.0563155118429146,0.06257279093657186,0.0,0.06264566664947088,0.0,0.0,0.2719259833273148,0.2719259833273148
132,1.126353417903755,-0.003920623886864094,1,0,1.1101895146152019,0.122432794016891,0.0,0.23983662481251938,0.0,0.0,0.3339428186843818,0.3339428186843818
133,0.9519487730135048,0.24373451379790875,1,0,1.1761149581302721,0.19568328681141356,0.0,0.6126711797970871,0.0,0.0,0.4644349129289804,0.4644349129289804
134,1.1412984855981976,0.01503910680824995,1,0,1.1407038331658028,0.15633759240644762,0.0,0.3910630847911128,0.0,0.0,0.38687207967688947,0.38687207967688947
135,1.0059091317196929,0.11101527104824166,1,0,1.105231962491141,0.11692440276793459,0.0,0.21874105540221103,0.0,0.0,0.32655936939077385,0.32655936939077385
136,0.7909817163560251,0.15541198885315646,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
137,1.0332973484650356,-0.060779362491547,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
138,0.7284132884609231,-0.05141176620908917,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
139,1.0998981193651374,0.10570532982391392,1,0,1.1850431042701461,0.20560344918905127,0.0,0.6763644530949566,0.0,0.0,0.4867275585832348,0.4867275585832348
140,0.9695393732061253,-0.041777786538775036,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
141,0.6794678852869832,0.13304786873391647,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
142,0.7720436043481527,-0.00013849192752792006,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
143,0.7040333236013644,0.17359297747706073,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
144,0.7996456586964942,-0.07830427620672223,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
145,0.7192142540595919,0.13328827621373843,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
146,1.0843961787115626,0.011866673749315784,1,0,1.0866365672147906,0.0962628524608784,0.0,0.14826458822247748,0.0,0.0,0.3018926058778671,0.3018926058778671
147,1.0277433080621916,0.0858601138852482,1,0,1.1022430797526959,0.11360342194743978,0.0,0.20649179965068867,0.0,0.0,0.322272129877741,0.322272129877741
148,0.9760932684654524,-0.048002482941779216,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
149,1.2460440300214723,0.1470759809344639,0,1,1.3538080098603427,0.3931200109559363,0.0,2.4726934882239275,0.0,0.0,1.1154427208783746,1.1154427208783746
150,1.1921276095723465,0.011778400548713486,1,0,1.183515409108954,0.2039060101210599,0.0,0.6652425754158365,0.0,0.0,0.48283490139554275,0.48283490139554275
151,1.1603910664515489,0.025333807287033105,1,0,1.1671523863647237,0.18572487373858193,0.0,0.5518996596033952,0.0,0.0,0.4431648808611883,0.4431648808611883
152,1.2407397323189124,0.012056636155102607,0,1,1.2275167316266136,0.2527963684740151,0.0,1.0224960626184003,0.0,0.0,0.60787362191644,0.60787362191644
153,0.8324689910791849,0.15082725900364954,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
154,0.8839832504107658,0.11186926036819314,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
155,0.793750341479591,0.00942233613863118,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
156,1.1942700310329992,-0.07826707203370532,1,0,1.1044026630993646,0.11600295899929391,0.0,0.21530698394546985,0.0,0.0,0.32535744438091446,0.32535744438091446
157,0.7629826793438329,0.12118180068467799,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
158,0.653127158642605,0.21452987678263188,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
159,0.8045164881872537,-0.02283788914632623,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
160,1.047048943224948,0.06279538973711596,1,0,1.0988598996658576,0.10984433296206397,0.0,0.19305243974209238,0.0,0.0,0.3175683539097323,0.3175683539097323
161,0.6518453053591919,0.1283134543293678,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
162,0.6556130237507689,0.19626546912237233,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
163,1.0567649575425049,0.01603757110805895,1,0,1.0655222757855074,0.0728025286505638,0.0,0.08480333084665861,0.0,0.0,0.2796811657963305,0.2796811657963305
164,0.7401921039055909,0.1779896025656059,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
165,0.9342133015137579,0.07935144254307847,1,0,1.0122082696511527,0.013564744056836275,0.0,0.0029440365012396007,0.0,0.0,0.25103041277543386,0.25103041277543386
166,1.0492649685553257,0.2448662585352008,0,1,1.264718104381474,0.2941312270905265,0.0,1.3842108599964622,0.0,0.0,0.7344738009987617,0.7344738009987617
167,1.0606925654399073,0.0598192440243491,1,0,1.1084606285178307,0.12051180946425633,0.0,0.23236953952558753,0.0,0.0,0.33132933883395566,0.33132933883395566
168,1.2400705793097455,0.24907026362350046,0,1,1.4402267586399213,0.489140842933246,0.0,3.828140227607143,0.0,0.0,1.5898490796625,1.5898490796625
169,0.9521389806959083,0.23928375999887333,1,0,1.1722804666253035,0.1914227406947817,0.0,0.5862826504816262,0.0,0.0,0.4551989276685692,0.4551989276685692
170,0.7217939672459076,0.170909298136701,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
171,1.0944892603071383,0.227560650868766,0,1,1.289844920058314,0.3220499111759043,0.0,1.6594583246145258,0.0,0.0,0.830810413615084,0.830810413615084
172,0.8549198247972076,0.2379233174362115,1,0,1.0835588280100772,0.09284314223341905,0.0,0.13791758495639808,0.0,0.0,0.2982711547347393,0.2982711547347393
173,1.0351731886543365,0.021438625712234302,1,0,1.0509506329299136,0.05661181436657081,0.0,0.051278360414001176,0.0,0.0,0.2679474261449004,0.2679474261449004
174,1.0956192991208094,0.10615395680155554,1,0,1.1815959303301284,0.20177325592236484,0.0,0.6513991488881942,0.0,0.0,0.47798970211086794,0.47798970211086794
175,0.7598021326812048,-0.024812344005353565,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
176,1.0015416458274116,0.18797671914061195,1,0,1.170566528471221,0.18951836496802343,0.0,0.5746753705624469,0.0,0.0,0.4511363796968564,0.4511363796968564
177,0.8602945152586364,-0.04451918999200766,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
178,1.042200002015812,-0.04505554305394419,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
179,1.2263439861654009,0.15187910436997423,0,1,1.3404007814818377,0.3782230905353752,0.0,2.2888432994260897,0.0,0.0,1.0510951547991314,1.0510951547991314
180,1.169355628593769,0.011882950207695031,1,0,1.1631147209213177,0.1812385788014641,0.0,0.5255587591355922,0.0,0.0,0.43394556569745724,0.43394556569745724
181,0.9030474307145389,0.1628589742610965,1,0,1.0593157644780717,0.06590640497563527,0.0,0.06949846746899906,0.0,0.0,0.2743244636141497,0.2743244636141497
182,1.1308078415731282,0.10212471207618323,1,0,1.2096392982843802,0.23293255364931142,0.0,0.8681211927934295,0.0,0.0,0.5538424174777004,0.5538424174777004
183,1.2152365393804176,0.2497146491034227,0,1,1.4184560696354565,0.4649511884838404,0.0,3.4588737227605715,0.0,0.0,1.4606058029662,1.4606058029662
184,1.113850807754994,0.23070553344721095,0,1,1.3101007070819846,0.344556341202205,0.0,1.8995051562024052,0.0,0.0,0.9148268046708418,0.9148268046708418
185,1.0757057517687887,0.3458231409623048,0,1,1.379376003457984,0.4215288927310934,0.0,2.8429857185136265,0.0,0.0,1.2450450014797692,1.2450450014797692
186,0.8829738324571467,0.28089773213584757,1,0,1.1474844081336948,0.16387156459299423,0.0,0.4296622349144941,0.0,0.0,0.4003817822200729,0.4003817822200729
187,1.0970340273950552,0.1337316075337103,1,0,1.207689071435889,0.23076563492876545,0.0,0.8520444522252201,0.0,0.0,0.5482155582788271,0.5482155582788271
188,1.5308266002860678,0.17493165707957942,0,1,1.6351824316290824,0.7057582573656471,0.0,7.96951548543672,0.0,0.0,3.0393304199028517,3.0393304199028517
